,city,job_title,company_name,location,summary,salary
892,Dallas,"Manager, Data Science",Capital One,"Plano, TX 75086",Nothing found,"Bachelor’s Degree plus 4 years of experience in data analytics, or Master’s Degree plus 2 years of experience in data analytics, or PhD...."
893,Dallas,Machine Learning Engineer,Capital One,"Plano, TX 75086",Nothing found,"Writing software to clean and investigate large, messy data sets of numerical and textual data. At Capital One, data is at the center of everything we do...."
894,Dallas,SCIENTIFIC PROGRAMMER (Medical Image and Neuroimage Analysis),UT Southwestern Medical Center,"Dallas, TX",Nothing found,"Coordinate data integration from ongoing studies. Implement machine learning models to automate preprocessing, quality control, and computational data analysis..."
895,Dallas,Operations Research Analyst II,Bank of America,"Dallas, TX 75207 (Near East area)",Nothing found,Responsible for identifying data requirements and gathering data through automated or manual techniques to support resource optimization models....
896,Dallas,Senior Data Scientist,ITL USA,"Richardson, TX",Nothing found,"Required Senior Data Scientist Qualifications:. Preferred Senior Data Scientist Qualifications:. Experience in common data science toolkits, such as R, Python..."
897,Dallas,AI and Machine Learning Engineer - Consultant,Accenture,"Dallas, TX",Nothing found,"We’re also the world’s largest team of data scientists, data engineers, and experts in machine learning and AI. A great day for us?..."
898,Dallas,Big Data Architect,Bank of America,"Addison, TX 75001",Nothing found,Deliver near-real time and non-near-real-time data and applications to a team of analysts and data scientists who create insights and analytics applications for...
899,Dallas,Quantitative Data Analyst II,Mr. Cooper,"Irving, TX",Nothing found,Cooper Servicing data location and structure. The Quantitative Data Analyst II will be responsible for supporting the data analytics and reporting needs of the...
900,Dallas,Government Account Specialist,BOEING,"Dallas, TX 75235 (Love Field area)",Nothing found,"Coordinate collection and processing of supplier and/or customer data and/or information regarding delivery of spare parts, provisioning products or related..."
901,Pittsburgh,Data Scientist,American Eagle Outfitters,"Pittsburgh, PA 15205",Nothing found,AEO needs a passionate and dedicated Data Scientist to provide analytical and algorithmic support to improve customer engagement and loyalty....
902,Pittsburgh,Data Scientist,PNC,"Pittsburgh, PA 15222 (Strip District area)","$100,000 - $148,000 a year (Indeed est.)","Position Overview. At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve...."
903,Pittsburgh,Data Scientist – Labor Planning/Analytics,DICK'S Sporting Goods,"Coraopolis, PA 15108","$78,000 - $115,000 a year (Indeed est.)",The data scientist supports internal operations and the field organization by providing detailed analyses of in-store staffing and corresponding business...
904,Pittsburgh,Senior Data Scientist,DICK'S Sporting Goods,"Coraopolis, PA 15108",Nothing found,A Senior Data Scientist is responsible for conducting advanced customer marketing analysis that generates insights....
905,Pittsburgh,Data Scientist I/II,United States Steel,"Pittsburgh, PA 15203 (Southside Slopes area)","$104,000 - $154,000 a year (Indeed est.)","Steel is committed to creating rewarding work environments. As an employee, you will have the opportunity to participate in several of our competitive programs,..."
906,Pittsburgh,Marketing Data Scientist 1,M J Brunner Inc,"Pittsburgh, PA 15222 (Strip District area)","$83,000 - $123,000 a year (Indeed est.)","The primary role of the Marketing Data Scientist is to discover the insights hidden in data, and to build tools based on those insights for use by other..."
907,Pittsburgh,Artificial Intelligence Research Scientist,Bayer,"Indianola, PA",Nothing found,"Your tasks and responsibilities. The primary responsibilities of this role, Artificial Intelligence Research Scientist, are to:...."
908,Pittsburgh,Data Scientist,Thermo Fisher Scientific,"Pittsburgh, PA 15202","$97,000 - $143,000 a year (Indeed est.)","Job Description Job Title: Data Scientist Requisition ID: 94609BR When you join us at Thermo Fisher Scientific, you’ll be part of a smart, driven team that..."
909,Pittsburgh,Machine Learning Researcher- 2012955,Software Engineering Institute,"Pittsburgh, PA 15213 (North Oakland area)",Nothing found,Position Summary:. Machine Learning researchers at the SEI help our government and industry clients solve their problems using ML technology....
910,Pittsburgh,Healthcare Data Scientist,Customer Value Partners,"Pittsburgh, PA","$100,000 - $147,000 a year (Indeed est.)",CVP is seeking several highly talented Data Scientists to provide expertise across several projects to improve healthcare delivery and outcomes....
911,Pittsburgh,Senior Data Analyst,The University of Pittsburgh,"Pittsburgh, PA","$46,644 - $76,440 a year",Senior Data Analyst. GSPH-Health Policy & Management - Pennsylvania-Pittsburgh - (19003203). The University of Pittsburgh’s Graduate School of Public Health is...
912,Pittsburgh,Sr. Data Analyst- Care Model,Allegheny Health Network,"Pittsburgh, PA 15289 (Central Business District area)",Nothing found,Allegheny Health Network. Job Description :. GENERAL OVERVIEW:. Facilitates activities to improve patient safety and optimal clinical outcomes within the acute...
913,Pittsburgh,CFD Data Science Researcher,Battelle,"Pittsburgh, PA 15202","$77,000 - $113,000 a year (Indeed est.)","Battelle is guided by a founding mission. We invest our knowledge, talents and resources, helping our customers achieve their most important goals...."
914,Pittsburgh,"Data Scientist, Sr. Principal",BNY Mellon,"Pittsburgh, PA 15238","$92,000 - $136,000 a year (Indeed est.)","Who we are. For over 230 years, Bank of New York Mellon (BNY Mellon) has been at the center of the global financial markets, providing the world’s leading..."
915,Pittsburgh,Machine Learning Researcher,Battelle,"Pittsburgh, PA 15202",Nothing found,"Battelle is guided by a founding mission. We invest our knowledge, talents and resources, helping our customers achieve their most important goals...."
916,Pittsburgh,Statistician/Data Analyst,The University of Pittsburgh,"Pittsburgh, PA","$35,100 - $56,784 a year",Statistician/Data Analyst. Med-Radiology - Pennsylvania-Pittsburgh - (19004241). The University of Pittsburgh Department of Radiology is seeking a full-time...
917,Pittsburgh,Statistical Data Analyst,Reed Smith LLP,"Pittsburgh, PA 15222 (Strip District area)",Nothing found,"Firm Information. Reed Smith is a global relationship law firm with more than 1,700 lawyers in 28 offices throughout the United States, Europe, Asia and the..."
918,Pittsburgh,Statistician,UPMC,"Pittsburgh, PA 15260 (Squirrel Hill North area)",$27.43 - $46.22 an hour,The Department of Psychiatry at the University of Pittsburgh has an immediate opening for a full-time biostatistician (with Master's degree) to collaborate and...
919,Pittsburgh,Associate Decision Support Analyst - (Data Science/Healthcare Analytics),Highmark Health,"Pittsburgh, PA 15289 (Central Business District area)",Nothing found,Highmark Health. Job Description :. General Overview:. The Senior Decision Support Analyst works closely with customers and design teams in prioritizing data...
920,Pittsburgh,"Senior Director, Data Science",GNC - General Nutrition Centers,"Pittsburgh, PA 15222 (Strip District area)",Nothing found,"The Senior Director, Data Science will be responsible for building the data science strategy and capability at GNC. Essential Duties and Responsibilities...."
921,Pittsburgh,Senior Data Analyst,The University of Pittsburgh,"Pittsburgh, PA","$46,644 - $76,440 a year",Senior Data Analyst. GSPH-Health Policy & Management - Pennsylvania-Pittsburgh - (19003203). The University of Pittsburgh’s Graduate School of Public Health is...
922,Pittsburgh,"Research Scientist, Machine Learning and Intelligence",Google,"Pittsburgh, PA 15213 (North Oakland area)",Nothing found,"By applying to this position your application is automatically submitted to the following locations:. Seattle, WA, USA; New York, NY, USA;..."
923,Pittsburgh,Machine Learning Researcher- 2012955,Software Engineering Institute,"Pittsburgh, PA 15213 (North Oakland area)",Nothing found,Position Summary:. Machine Learning researchers at the SEI help our government and industry clients solve their problems using ML technology....
924,Pittsburgh,Machine Learning Researcher,Battelle,"Pittsburgh, PA 15202",Nothing found,"Battelle is guided by a founding mission. We invest our knowledge, talents and resources, helping our customers achieve their most important goals...."
925,Pittsburgh,Bayesian Statistician,Naval Nuclear Laboratory,"West Mifflin, PA 15122",Nothing found,"Naval Nuclear Laboratory is seeking qualified candidates to fill the position of applied statistician at its Niskayuna, New York facility...."
926,Pittsburgh,"Manager, Data Science",Highmark Inc,"Pittsburgh, PA 15289 (Central Business District area)",Nothing found,"Company : Highmark Inc Job Description : MANAGER, DATA SCIENCE Highmark Inc. seeks a Manager, Data Science in Pittsburgh, PA to design, execute, and..."
927,Pittsburgh,"Senior Data Scientist - Pittsburgh, PA",CGI Veterans Jobs,"Pittsburgh, PA",Nothing found,"Senior Data Scientist - Pittsburgh, PA. Share this. Find similar career opportunities...."
928,Pittsburgh,Associate Decision Support Analyst - (Data Science/Healthcare Analytics),Highmark Health,"Pittsburgh, PA 15289 (Central Business District area)",Nothing found,Highmark Health. Job Description :. General Overview:. The Senior Decision Support Analyst works closely with customers and design teams in prioritizing data...
929,Pittsburgh,Sr. Data Analyst- Care Model,Allegheny Health Network,"Pittsburgh, PA 15289 (Central Business District area)",Nothing found,Allegheny Health Network. Job Description :. GENERAL OVERVIEW:. Facilitates activities to improve patient safety and optimal clinical outcomes within the acute...
930,Pittsburgh,Data Engineer - location US East Coast,"CGI Group, Inc.","Pittsburgh, PA 15201 (Central Lawrenceville area)",Nothing found,Meet our professionals. A place to build an IT career. Position Description:. CGI is looking for a junior Big Data Engineer who can join in our emerging...
